"listing_id","description","host_id","host_name","nbhood_full","coordinates","room_type","price","nb_reviews","last_review","reviews_per_month","availability_365","avg_rating","avg_stays_per_month","pct_5_stars","listing_added"
33636366,"Sonder | The Biltmore | Cozy Studio + Rooftop",219517861,"Sonder (NYC)","Manhattan, Theater District","(40.75948, -73.98615)","Entire home/apt","$152",1,"05/21/2019",0.6,193,4.21941764337504,1.2,0.610846619906974,"11/15/2018"
22086968,"Rustic Meets Shabby Chic- Georgous 2 Bedroom",161344095,"Sheena","Bronx, Van Nest","(40.84279, -73.86527)","Entire home/apt","$100",98,"06/24/2019",5.1,89,3.67696565124564,117.6,0.726062813943603,"12/19/2018"
30227942,"Private Room, Bath & Entry, King Bed - NYC",2156741,"Renu","Queens, Forest Hills","(40.73622, -73.8466)","Entire home/apt","$90",37,"07/05/2019",5.05,21,4.36851686960854,44.4,0.608929862733003,"12/30/2018"
9240606,"Sunny, Book-Filled Room in Carroll Gardens",14078910,"Andy","Brooklyn, Carroll Gardens","(40.68172, -73.99358000000002)","Private room","$75",42,"06/06/2018",0.96,0,3.26568534461215,50.4,0.743388114980138,"12/01/2017"
16230640,"Comfy, Convenient Upper West Side Condo Room",61585315,"Rachel & Preston","Manhattan, Upper West Side","(40.78513, -73.97737)","Private room","$75",3,"03/26/2017",0.1,0,4.31606694851083,3.6,0.6544315079802,"09/20/2016"
33485088,"Sunny BedStuy hideaway near clubs + 30 min to City",17407539,"Mari","Brooklyn, Bedford-Stuyvesant","(40.68782, -73.94327)","Private","$40",1,"04/07/2019",0.32,35,4.28843238619738,1.2,0.648737731462317,"10/02/2018"
32874495,"Private room - Midtown West elevator building",55586606,"Stacey","Manhattan, Hell's Kitchen","(40.75493, -73.99676)","Private room","$200",8,"06/12/2019",2.4,0,4.75780165148607,9.6,0.774229486537938,"12/07/2018"
9319688,"EXCELLENT LOCATION near Manhattan!!",48372942,"Magdalena","Queens, Astoria","(40.76354, -73.91789)","Private room","$77",1,"05/06/2018",0.07,364,3.32288231456907,1.2,0.690181278979929,"10/31/2017"
21592497,"Sunlit room in Financial District luxury apartment",52976247,"Costanza","Manhattan, Financial District","(40.70812, -74.00447)","Private room","$100",0,NA,NA,0,NA,NA,NA,"03/07/2018"
8117209,"Location Dali ( rail road room ) only girls.",3250450,"Petya","Queens, Long Island City","(40.75547, -73.91866999999998)","Private room","$37",12,"06/12/2019",0.26,361,3.04173448102012,14.4,0.663320272046787,"12/07/2018"
12095636,"Sunny Artesian apartment",64846981,"Maria","Brooklyn, Bushwick","(40.69993, -73.92504)","Private room","$90",6,"05/08/2017",0.15,358,3.81937960000147,7.2,0.787451667292068,"11/02/2016"
9242243,"Cozy 1bdrm apt in Midtown Manhattan",3335559,"Sworupa","Manhattan, Midtown","(40.76362, -73.97542)","Private room","$180",10,"06/06/2019",0.3,175,3.97355667715835,12,0.720429941533302,"12/01/2018"
30537849,"NEW GARDEN APT IN THE HEART OF PARK SLOPE",21527486,"Michele","Brooklyn, Park Slope","(40.673, -73.97721)","home","$211",8,"06/11/2019",1.2,90,4.3490929238864,9.6,0.682253051669897,"12/06/2018"
33654480,"Amazing 1 Bedroom Apt! Near the SI Ferry!!",190246158,"Pavel-Alexey","Staten Island, St. George","(40.64448, -74.08485)","Entire home/apt","$68",4,"06/26/2019",1.97,65,4.23487974218533,4.8,0.640247990344362,"12/21/2018"
33494125,"Cozy and quiet studio by Central Park",19300279,"Shahar","Manhattan, Harlem","(40.80119000000001, -73.95749)","Entire home/apt","$140",0,NA,NA,0,NA,NA,NA,"02/06/2018"
5345293,"Historic Landmark Neighborhood",27700855,"Peter","Brooklyn, Brooklyn Heights","(40.69165, -73.99764)","Entire home/apt","$300",62,"06/30/2019",1.19,274,4.59075102465163,74.4,0.899313712404832,"12/25/2018"
27453970,"Manhattan - Master Room - 1mn Metro - Central Park",57002433,"Lucile","Manhattan, East Harlem","(40.79713, -73.941)","Private room","$80",25,"07/02/2019",2.25,0,4.59738845463426,30,0.842064322485533,"12/27/2018"
5213963,"Cozy East Harlem 1BD",26975156,"Vanessa","Manhattan, East Harlem","(40.80302, -73.93476)","Entire home/apt","$115",1,"04/01/2015",0.02,0,3.22396650231833,1.2,0.634281483354025,"09/26/2014"
23525066,"Gorgeous 1-2 BDR apartment in the Lower East Side",45239300,"Sophia","Manhattan, Lower East Side","(40.72062, -73.98425)","Entire home/apt","$158",46,"07/05/2019",2.88,106,3.42387212673326,55.2,0.778801721737419,"12/30/2018"
15394525,"cozy, studio apartment in bed-stuy",56065753,"Chary","Brooklyn, Bedford-Stuyvesant","(40.69205, -73.95593000000002)","Entire home/apt","$80",5,"09/03/2018",0.17,0,3.66864053714139,6,0.746800154203534,"02/28/2018"
34393999,"Amazing apartment on Wall Street!",258783968,"Baktiar","Manhattan, Financial District","(40.70532, -74.00681)","Entire home/apt","$340",1,"06/24/2019",1,302,3.85197473421717,1.2,0.705198916704818,"12/19/2018"
20589880,"Cute Columbus Circle Apt - Close to Park & Subway",5305576,"Leigh","Manhattan, Hell's Kitchen","(40.76704, -73.98484)","Entire home/apt","$115",5,"02/15/2019",0.42,76,3.30829990525059,6,0.756353596983688,"08/12/2018"
11573695,"Sunny Huge Bedroom in Brownstone",7041668,"Karen","Brooklyn, Crown Heights","(40.67075, -73.9447)","Private room","$60",0,NA,NA,0,NA,NA,NA,"05/09/2018"
13651250,"Classic Gramercy Studio",35857384,"Susan","Manhattan, Gramercy","(40.73536, -73.98433)","Entire home/apt","$145",7,"11/05/2017",0.23,0,3.94008676066293,8.4,0.701543454076408,"05/02/2017"
13072490,"Large apartment in charming neighborhood",19414202,"Marie Clare","Brooklyn, Greenpoint","(40.73046, -73.95706)","Entire home/apt","$165",8,"05/13/2017",0.22,0,3.6246647877624,9.6,0.711853321572681,"11/07/2016"
7660252,"beautiful and spacious one bedroom.",18953786,"Ehsan","Queens, Astoria","(40.7655, -73.92169)","Entire home/apt","$150",21,"06/19/2019",0.46,349,4.50324015746108,25.2,0.800877009907206,"12/14/2018"
19281846,"Top of the Heights Harlem Duplex!",94877519,"Joseph","Manhattan, Harlem","(40.82798, -73.95201999999998)","Entire home/apt","$180",40,"05/19/2019",1.69,65,3.36523679846125,48,0.738357838878246,"11/13/2018"
30510347,"Modern, Sunlit Brooklyn Apartment",34621599,"Ashley","Brooklyn, Crown Heights","(40.6782, -73.945)","Private room","$55",6,"06/04/2019",0.86,89,4.77320595921684,7.2,0.643883525431205,"11/29/2018"
18946416,"Beautiful Brooklyn Brownstone",19867664,"Cheryl","Brooklyn, Crown Heights","(40.671, -73.94703)","Entire home/apt","$200",105,"07/06/2019",4.57,274,4.09164500132014,126,0.61917546073266,"12/31/2018"
34453826,"Spacious Room near Rockefeller Ctr & Times Square",260191397,"Hotel Mela","Manhattan, Theater District","(40.7575, -73.98728)","Private room","$100",0,NA,NA,300,NA,NA,NA,"03/23/2018"
35320280,"Room for jfk passengers",264043510,"Ken","Queens, Springfield Gardens","(40.66222, -73.76324)","Private room","$41",1,"06/29/2019",1,365,4.06536779671955,1.2,0.635876822090524,"12/24/2018"
6608666,"Lively Rm w/Private Entrance & Bath",34546849,"Amber","Brooklyn, Bedford-Stuyvesant","(40.68736, -73.92827)","Private room","$70",131,"06/24/2019",2.63,255,3.31862743145461,157.2,0.679291343788296,"12/19/2018"
34804749,"Cozy East Village Studio - Backyard Space",81351940,"Rick","Manhattan, East Village","(40.72387, -73.97845)","Entire home/apt","$166",4,"06/30/2019",2.79,75,3.82741409654966,4.8,0.668170803316738,"12/25/2018"
26756546,"Central Park Treasure",77106920,"Jennifer","Manhattan, Harlem","(40.80626, -73.95268)","Entire home/apt","$345",12,"05/29/2019",1.01,37,3.78334024887403,14.4,0.653888859631789,"11/23/2018"
21781196,"Private room (2 beds) close to Time Square",66797339,"Christian","Manhattan, Hell's Kitchen","(40.76026, -73.98875)","Private room","$250",1,"12/11/2017",0.05,0,4.55105689364474,1.2,0.60920758241325,"06/07/2017"
16394179,"Private Bedroom + Shared House",101809002,"Tak","Brooklyn, Brownsville","(40.65958, -73.91113)","Private room","$28",7,"03/01/2017",0.23,0,4.81243798652105,8.4,0.755923884830538,"08/26/2016"
26422113,"Sunny Room in Brooklyn 2",34991003,"Karen","Brooklyn, East Flatbush","(40.64617, -73.92397)","Private room","$35",7,"06/04/2019",0.57,319,4.93122399422161,8.4,0.644256706475059,"11/29/2018"
34085087,"Huge Townhouse in New York City",221213143,"David","Manhattan, Kips Bay","(40.74142, -73.98219)","Entire home/apt","$690",2,"06/14/2019",1.87,287,3.21492701704472,2.4,0.602843539436027,"12/09/2018"
723507,"Space! Light! Charm! 1BR close to subways & park",3737582,"Ellen","Manhattan, Upper West Side","(40.79241, -73.97111)","Entire home/apt","$195",17,"09/18/2018",0.43,26,3.77256032901327,20.4,0.681307471910458,"03/15/2018"
18657209,"Private Room and Bath in the Lower East Side!",90824676,"Lauren","Manhattan, East Village","(40.72288, -73.98342)","Private room","$60",3,"08/27/2017",0.12,0,3.05161367696195,3.6,0.762213257074407,"02/21/2017"
12665113,"Sunny Townhouse - Brooklyn",18753186,"Florence","Brooklyn, Gowanus","(40.681, -73.98881999999998)","Entire home/apt","$380",9,"08/19/2018",0.26,0,4.64109789831494,10.8,0.873697951075238,"02/13/2018"
10340705,"Luxurious Private Room in Harlem",53216788,"Jason","Manhattan, Harlem","(40.81015, -73.94728)","Private room","$80",27,"05/10/2019",0.79,302,3.79928147407524,32.4,0.671279840934999,"11/04/2018"
35519038,"3 Bedroom house in 2 family house.",266749340,"Venessa","Brooklyn, Bedford-Stuyvesant","(40.68971, -73.92527)","Entire home/apt","$190",1,"06/16/2019",1,311,4.86368005682077,1.2,0.718488471336487,"12/11/2018"
16468083,"MODERN BEDROOM IN BROOKLYN! BUSHWICK! FUN AREA!",107948590,"Mailee","Brooklyn, Bushwick","(40.69452, -73.92322)","Private room","$59",1,"12/28/2016",0.03,0,3.57919465879598,1.2,0.689201932159735,"06/24/2016"
32160897,"New Construction 1BR~Prime Midtown~Elevator~Must C",162280872,"Izi","Manhattan, Hell's Kitchen","(40.76164, -73.9944)","Entire home/apt","$145",0,NA,NA,300,NA,NA,NA,"05/13/2018"
2554749,"Two real bedrooms near Central Park",9586465,"Lang","Manhattan, Hell's Kitchen","(40.76518, -73.98746)","Entire home/apt","$109",208,"06/22/2019",3.22,261,4.21387373173605,249.6,0.62200698509489,"12/17/2018"
2806791,"PRIVATE ROOM IN NEW YORK MANHATTAN",11725608,"Juan","Manhattan, Washington Heights","(40.83333, -73.94181999999998)","PRIVATE ROOM","$53",209,"07/03/2019",3.29,117,4.0205081363476,250.8,0.761189681303602,"12/28/2018"
18935508,"Entire space !!! Yours alone! New building",43252773,"Karim","Manhattan, Harlem","(40.81119, -73.94751)","Entire home/apt","$199",5,"06/02/2019",0.24,61,3.08747658133358,6,0.699198340197431,"11/27/2018"
15720449,"Luxury Building - Private Room",101550977,"Myko","Manhattan, Financial District","(40.70602, -74.00891)","Private room","$90",61,"05/29/2019",1.9,246,4.40994252093975,73.2,0.643840592886592,"11/23/2018"
15644644,"Queen bedroom with private bathroom in Brooklyn",72029809,"Flavia","Brooklyn, Bedford-Stuyvesant","(40.69364, -73.93303)","Private room","$89",1,"10/23/2016",0.03,0,4.80886691632127,1.2,0.719504571412048,"04/19/2016"
35031778,"#GorgeousLowerEast2BedroomGem! #3minWalktoTrain!",263886728,"Anslo","Manhattan, Lower East Side","(40.71949, -73.98607)","Entire home/apt","$400",5,"06/30/2019",3.75,327,4.103291325656,6,0.688016100184417,"12/25/2018"
3101140,"Large Sunny Room with Huge patio in Wburg",9229108,"Etan","Brooklyn, Greenpoint","(40.72126, -73.93961)","Private room","$126",15,"05/11/2019",0.8,105,3.88917016638776,18,0.688130433524865,"11/05/2018"
22706343,"Bright-Spacious Private Room /30 min NYC",165257273,"Soon","Queens, Flushing","(40.77053, -73.80067)","Private room","$54",5,"06/27/2019",0.39,335,4.1095566957268,6,0.690549056859586,"12/22/2018"
22122084,"Charming Crown Heights Apartment",2244532,"Hazel","Brooklyn, Crown Heights","(40.67666, -73.94086999999998)","Private room","$100",1,"09/22/2018",0.1,0,4.18107116739034,1.2,0.759678213363418,"03/19/2018"
23593582,"Jestina's Place: Private bedroom &  livingroom!",111262060,"Jestina","Brooklyn, Flatbush","(40.64105, -73.957)","Private","$70",66,"06/09/2019",4.07,144,4.16864044093875,79.2,0.758226414289764,"12/04/2018"
18899768,"Amazing private room in a 2 Bed/1Bath apartment!",14614795,"Antonio","Manhattan, Upper East Side","(40.76615, -73.95427)","Private room","$90",1,"06/09/2017",0.04,0,4.33653987608343,1.2,0.662867289825654,"12/04/2016"
523123,"Tranquility & convenience in Bklyn",2572253,"Carl","Brooklyn, South Slope","(40.66051, -73.98495)","Entire home/apt","$375",19,"12/30/2018",0.23,43,3.14249097152643,22.8,0.623861338996895,"06/26/2018"
8608243,"Boerum Hill Central Downtwn BK Apt!",28781526,"Devon","Brooklyn, Downtown Brooklyn","(40.68879, -73.98127)","Entire home/apt","$150",68,"04/29/2019",1.49,74,4.22282580203,81.6,0.745294417261592,"10/24/2018"
23612284,"Spacious, sunny duplex in Fort Greene, Brooklyn",2485076,"Jacob","Brooklyn, Fort Greene","(40.69466, -73.97151)","Entire home/apt","$148",20,"06/02/2019",1.27,0,4.78186873169457,24,0.843152728335966,"11/27/2018"
17900243,"Sunny and spacious apartment in Greenpoint",1481058,"Aris","Brooklyn, Greenpoint","(40.73223, -73.95786)","Entire home/apt","$290",2,"01/01/2018",0.07,0,3.34714785268267,2.4,0.742882656216065,"06/28/2017"
4660939,"Large Sunny Apartment in Astoria",24117644,"Joshua","Queens, Astoria","(40.75583, -73.92596)","Private room","$120",18,"01/11/2017",0.33,0,4.31264381795402,21.6,0.789304506408687,"07/08/2016"
31541668,"Contemporary Bedroom in Brooklyn",62954830,"Rose-Camille","Brooklyn, Clinton Hill","(40.69571, -73.96944)","Private room","$90",9,"05/26/2019",2.84,144,4.3514514158172,10.8,0.653055310021313,"11/20/2018"
8759876,"Stylish 1BR apt in Upper East Side",45595980,"Tny","Manhattan, Upper East Side","(40.76942, -73.96614)","Entire home/apt","$140",5,"04/12/2019",0.15,0,3.89179162236818,6,0.748028959411632,"10/07/2018"
29592296,"Brick Studio with Great wide Street View",211549023,"Studioplus","Manhattan, Midtown","(40.74749, -73.98816)","Entire home/apt","$260",20,"06/19/2019",3.23,242,3.61761799469853,24,0.726052492577221,"12/14/2018"
9458150,"1BR Beautifull Bright Very Spacious",7571483,"Veronica","Brooklyn, Crown Heights","(40.66971, -73.95645)","Entire home/apt","$105",1,"08/23/2016",0.03,0,4.23650849214443,1.2,0.654563765930165,"02/18/2016"
17863000,"Greenpoint, BK 1 Bedroom, Couple/Solo Traveler",451032,"Daniela","Brooklyn, Greenpoint","(40.72428, -73.94686)","Entire home/apt","$120",8,"06/21/2019",1.28,3,3.64469003882423,9.6,0.68007283793187,"12/16/2018"
29286966,"Big 1BR in park adjacent apartment",630534,"Brandy","Brooklyn, Flatbush","(40.65026, -73.96316)","Private","$196",5,"06/08/2019",0.65,35,4.43174668412247,6,0.774745010217265,"12/03/2018"
36379292,"Little Italy Studio in Soho - Sleeps up to 4!",273544738,"Jane","Manhattan, Nolita","(40.72132, -73.99586)","Entire home/apt","$176",0,NA,NA,324,NA,NA,NA,"05/27/2018"
6778776,"Private Room in Bohemian Haven",18591697,"Heidi","Manhattan, Washington Heights","(40.83705, -73.9399)","Private room","$55",4,"07/31/2016",0.09,0,3.49830674626386,4.8,0.643684668940487,"01/26/2016"
30717311,"Tiny studio in best neighborhood in NYC!",9266337,"Sara","Manhattan, West Village","(40.73153, -74.00469)","Entire home/apt","$154",4,"07/01/2019",0.59,12,4.06697249831303,4.8,0.748671707390817,"12/26/2018"
21736059,"Bunks in the heart of Harlem!",108836422,"Tanner Myles","Manhattan, Harlem","(40.81524, -73.95249)","Private room","$50",0,NA,NA,0,NA,NA,NA,"05/24/2018"
1741622,"Cozy NY-style 1BDRM Apartment UES.",652092,"Art","Manhattan, Upper East Side","(40.76358, -73.95895)","Entire home/apt","$90",20,"10/31/2016",0.29,203,3.59109390322842,24,0.621762222400739,"04/27/2016"
17510130,"High Tower Luxurious 1 Bedroom in Times Square",3191545,"Kyle","Manhattan, Hell's Kitchen","(40.75919, -73.99229)","Entire home/apt","$169",1,"08/03/2017",0.04,115,3.75404987969834,1.2,0.754540512770325,"01/28/2017"
27902950,"Cozy private room in 2br apt Brooklyn",210779293,"Zsanett","Brooklyn, Borough Park","(40.63516, -74.00078)","Private room","$54",55,"06/23/2019",5.16,59,4.7226095769065,66,0.842584686278847,"12/18/2018"
7760808,"West 57th Hilton Breakfast/Wine 30 sec from Parade",4403646,"Paul","Manhattan, Midtown","(40.76352, -73.9777)","Entire home/apt","$319",9,"09/09/2018",0.24,358,3.25700555049147,10.8,0.700243921760958,"03/06/2018"
4516939,"Zen Oasis in Bushwick, near JMZ Subways",3388950,"Amaya","Brooklyn, Bedford-Stuyvesant","(40.69454, -73.93427)","Private room","$72",89,"05/22/2019",1.65,322,3.91208242563259,106.8,0.60201925900989,"11/16/2018"
10068693,"Cozy Mozy apt in Cobble Hill",16591072,"Marianna","Brooklyn, Boerum Hill","(40.68869, -73.98899)","Entire home/apt","$168",1,"01/05/2016",0.02,0,3.87538602155376,1.2,0.675424690905054,"07/02/2015"
532288,"A Little West Village Charm",683230,"Thomas","Manhattan, Greenwich Village","(40.73176, -73.99895)","Private room","$295",103,"06/30/2019",1.25,350,3.03881477697073,123.6,0.67342849634478,"12/25/2018"
9298825,"Charming Brooklyn One Bedroom",4631581,"Kim  And  Jordan","Brooklyn, Cobble Hill","(40.68805, -73.99634)","Entire home/apt","$NA",3,"10/16/2016",0.07,0,4.16744616634953,3.6,0.625777917725196,"04/12/2016"
15036330,"Cozy Bedroom close to major subway lines!",3416935,"Joy","Manhattan, Harlem","(40.83043, -73.94672)","Private room","$60",5,"09/16/2018",0.15,5,4.66530718690464,6,0.736187541144798,"03/13/2018"
20654227,"Fulton 2",100069033,"Sarah-2","Brooklyn, Cypress Hills","(40.68185, -73.88128)","Entire home/apt","$5000",4,"01/03/2018",0.18,0,3.67158816573061,4.8,0.720054620144193,"06/30/2017"
13734035,"One Br East Village Apt Close to All Things Good!",50204678,"Euni","Manhattan, East Village","(40.72753, -73.97825)","Entire home/apt","$250",3,"09/03/2017",0.08,0,4.12821189222932,3.6,0.655059461699157,"02/28/2017"
33867882,"Charming private bedroom in Hell’s Kitchen",9718310,"Allan","Manhattan, Hell's Kitchen","(40.76335, -73.99051)","Private room","$65",3,"05/27/2019",1.25,0,4.63291977670685,3.6,0.666668753153399,"11/21/2018"
30137792,"Small cozy  private room near time square",215944788,"Kay","Manhattan, Chelsea","(40.74337, -73.99423)","Private room","$85",15,"03/17/2019",2.13,1,3.47872088505124,18,0.773426248829145,"09/11/2018"
31018826,"SUNLIT OASIS",41059169,"Alex","Brooklyn, Williamsburg","(40.71159, -73.96318000000002)","Private room","$118",4,"06/19/2019",0.67,112,3.62871841769741,4.8,0.659015104436693,"12/14/2018"
30039638,"Airy and Bright 1 bedroom APT in Brooklyn.",75224005,"Michael","Brooklyn, Windsor Terrace","(40.65696, -73.97941999999998)","Entire home/apt","$130",1,"06/27/2019",1,11,4.98267437220485,1.2,0.652034083631564,"12/22/2018"
24572398,"Sunny, Modern and Trendy Getaway Spot",10679309,"Kirac","Brooklyn, Williamsburg","(40.71181, -73.96677)","Entire home/apt","$150",6,"05/20/2019",0.41,8,4.33180167649661,7.2,0.728914247665563,"11/14/2018"
17029482,"Very Spacious One Bedroom Apt in Private Townhouse",9772108,"Demettre","Manhattan, West Village","(40.73452, -74.00825)","Entire home/apt","$215",28,"05/04/2018",1,0,4.38129689930891,33.6,0.711949387785901,"10/29/2017"
482765,"Beautiful Brooklyn Brownstone",2389885,"Megan","Brooklyn, Fort Greene","(40.68834, -73.97875)","Private room","$100",112,"06/30/2019",1.3,12,4.16715724434361,134.4,0.680116126165092,"12/25/2018"
24324891,"2 Bedroom Modern-Contempo Bright Apartment",19557813,"Princess-Wynona","Brooklyn, Bedford-Stuyvesant","(40.68302, -73.92119)","Entire home/apt","$130",35,"06/28/2019",2.47,34,4.53080822847784,42,0.801782824380633,"12/23/2018"
28740981,"Chic, light-filled Sugar Hill 1 bedroom",2225836,"Jennifer","Manhattan, Harlem","(40.82608, -73.94230999999998)","Entire home/apt","$99",12,"06/12/2019",1.38,6,4.53329098157314,14.4,0.836312416359666,"12/07/2018"
4427442,"Large Apt. in NYC w/natural light",22984252,"Toby","Manhattan, Washington Heights","(40.85083, -73.94093000000002)","Entire home/apt","$290",21,"01/03/2019",0.37,193,3.58506417955375,25.2,0.680280520489268,"06/30/2018"
23019746,"Exposed brick Loft apartment",168988812,"Giulia","Queens, Ridgewood","(40.70068, -73.91008000000002)","Entire home/apt","$118",2,"01/02/2019",0.13,0,3.15588258137251,2.4,0.685615517617049,"06/29/2018"
9822032,"Shiyi Wang",50591230,"Shiyi","Brooklyn, Bushwick","(40.69557, -73.9315)","Private room","$70",0,NA,NA,0,NA,NA,NA,"08/04/2018"
30555898,"Nice, Clean and quiet place in Williamsburg",12715154,"Leo","Brooklyn, Williamsburg","(40.71954, -73.9461)","Private room","$100",1,"01/01/2019",0.16,0,4.53735813900268,1.2,0.766891376525252,"06/28/2018"
19977131,"Room in artist loft with waterfront view",2971336,"Alain","Brooklyn, Williamsburg","(40.71634, -73.96469)","Private room","$110",5,"09/01/2017",0.21,0,4.44589112948395,6,0.702325550917722,"02/26/2017"
20458372,"1 bedroom apartment near Central Park",55133987,"Vadim","Manhattan, Upper West Side","(40.79532, -73.96344)","Entire home/apt","$130",0,NA,NA,0,NA,NA,NA,"05/16/2018"
95883,"Spacious Loft in Clinton Hill",509918,"Eduardo","Brooklyn, Bedford-Stuyvesant","(40.69465, -73.95458)","Entire home/apt","$200",4,"12/26/2018",0.07,9,4.22499324764428,4.8,0.682061860559259,"06/22/2018"
24541992,"Quaint Studio in FiDi by Sonder",12243051,"Sonder","Manhattan, Financial District","(40.70558, -74.00845)","Entire home/apt","$175",1,"05/05/2019",0.45,290,3.69251902543482,1.2,0.64398924865299,"10/30/2018"
14840286,"Artist's Townhouse",9977688,"Lenissima","Brooklyn, Bedford-Stuyvesant","(40.68785, -73.92412)","Entire home/apt","$575",6,"12/31/2018",0.19,179,3.0750002475263,7.2,0.6202439595021,"06/27/2018"
12000676,"~Luxury 1 bedroom apt. near Columbus Circle",30283594,"Kara","Manhattan, Midtown","(40.76528, -73.98175)","Entire home/apt","$239",0,NA,NA,351,NA,NA,NA,"04/19/2018"
20395737,"Penthouse apartment, 3 bedrooms, great location.",66993395,"Thomas","Brooklyn, Bedford-Stuyvesant","(40.6837, -73.9511)","Entire home/apt","$170",53,"03/31/2019",2.43,267,3.72020211121706,63.6,0.610939030703037,"09/25/2018"
20253237,"Spacious 1 bedroom on Hamilton Grange - Entire Apt",140299690,"A.J.","Manhattan, Harlem","(40.8204, -73.94651999999998)","Entire home/apt","$150",18,"07/05/2019",0.79,4,4.05428790223138,21.6,0.783400922337085,"12/30/2018"
21604823,"Cute and Comfortable Bedroom in Gowanus",4726371,"Samantha","Brooklyn, Gowanus","(40.67889, -73.987)","Private room","$70",59,"07/01/2019",3.01,29,3.3596451398227,70.8,0.687628219753706,"12/26/2018"
22358421,"Sex in the City Pad w/ Open City Views  PRIME UES!",163489115,"Glen","Manhattan, Upper East Side","(40.77795, -73.94653000000002)","Entire home/apt","$110",30,"06/23/2019",1.62,265,4.9319504384603,36,0.920005415472143,"12/18/2018"
22324099,"Comfortable room in Manhattan Chinatown Apartment",21028594,"Gorm","Manhattan, Chinatown","(40.71623, -73.99521)","Private room","$41",3,"01/16/2018",0.16,0,3.68375962174027,3.6,0.741161118001909,"07/13/2017"
16242765,"1 Bedroom w. private bath 15min to Central Park.",104177785,"Carolina","Queens, Jackson Heights","(40.75418, -73.88586)","Private room","$250",14,"09/10/2017",0.51,1,3.75745967824911,16.8,0.601667980024219,"03/07/2017"
2262868,"Consider it home",11163915,"Marie-Hélène & Rick","Manhattan, Upper West Side","(40.79432, -73.97269)","Entire home/apt","$150",1,"08/24/2014",0.02,0,4.27248427377669,1.2,0.720228797094239,"02/18/2014"
846799,"Strawberry B&B",4421935,"Maddy","Brooklyn, Bushwick","(40.7077, -73.92211999999998)","Private room","$69",51,"05/24/2017",0.67,7,4.97595781880915,61.2,0.888647075138461,"11/18/2016"
27952837,"Huge private room in a Brooklyn Brownstone",13208084,"Sheki","Brooklyn, Crown Heights","(40.67818, -73.94709)","Private room","$45",1,"09/02/2018",0.1,143,4.80921622714996,1.2,0.665994033399359,"02/27/2018"
20209878,"Haven in the Heights: stylish home away from home",56985517,"Alexandra","Brooklyn, Crown Heights","(40.67334, -73.94099)","Entire home/apt","$120",48,"06/22/2019",2.44,227,4.85721123661697,57.6,0.867385047849015,"12/17/2018"
11566601,"Book filled nook",61099962,"Rhianna","Brooklyn, Prospect Heights","(40.67525, -73.96418)","Private","$50",0,NA,NA,0,NA,NA,NA,"09/08/2018"
12973878,"Nice,Safe&Quiet Great Value Room",45469626,"Aleksey","Brooklyn, Sunset Park","(40.64748, -73.99802)","Private room","$41",2,"07/05/2016",0.05,0,4.82652619301354,2.4,0.788219467425718,"12/31/2015"
14141215,"private room in LES",85368273,"Nir","Manhattan, Lower East Side","(40.71795, -73.98553000000003)","Private room","$70",1,"10/03/2016",0.03,0,3.51743731170439,1.2,0.765169385782787,"03/30/2016"
12601401,"Astoria living, like a true NY'er",5059784,"Seth","Queens, Astoria","(40.76465, -73.92625)","Entire home/apt","$125",10,"07/11/2016",0.26,0,4.65204493660969,12,0.823493019245462,"01/06/2016"
9939029,"Bright and Cozy Studio, Park Slope!",5417308,"Tamara","Brooklyn, South Slope","(40.66557, -73.97896)","Entire home/apt","$86",1,"02/21/2016",0.02,0,3.7657371248711,1.2,0.682105088278878,"08/18/2015"
29738207,"Charming Room 1 with 2 Beds Close to Metro",72957132,"Niko","Brooklyn, Bedford-Stuyvesant","(40.6847, -73.95532)","Private room","$70",23,"06/23/2019",2.95,293,4.2541460904684,27.6,0.78310596301241,"12/18/2018"
9078222,"Prospect Park 3 bdrm, Sleeps 8 (#2)",47219962,"Babajide","Brooklyn, Prospect-Lefferts Gardens","(40.66086, -73.96159)","Entire home/apt","$150",123,"07/01/2019",2.74,263,3.46688124118026,147.6,0.738191140285313,"12/26/2018"
26810466,"Bright Midtown East",53883793,"Rory","Manhattan, Midtown","(40.76085, -73.96627)","Entire home/apt","$180",2,"06/10/2019",0.17,4,4.810260749825,2.4,0.715195129982179,"12/05/2018"
17501131,"Artist Home 5 minute walk to Metro 30min from JFK",16356565,"Shirley","Brooklyn, Flatbush","(40.63356, -73.95073000000002)","Shared room","$30",27,"06/24/2019",1.25,1,4.33836203336577,32.4,0.63650139481768,"12/19/2018"
35009785,"Shared room sofa bed (girls only)",197368927,"Cebile","Brooklyn, Sheepshead Bay","(40.60911, -73.95257)","Shared room","$20",0,NA,NA,32,NA,NA,NA,"03/23/2018"
32522010,"Cozy Renovated 2 BR 2 Bathroom Brooklyn/Queens NYC",51810229,"Moaz","Queens, Ridgewood","(40.69903, -73.90961)","Entire home/apt","$150",0,NA,NA,197,NA,NA,NA,"09/02/2018"
25031116,"Bedroom in Bushwick.",189224482,"Amanda","Brooklyn, Bushwick","(40.68569, -73.9143)","Private room","$45",0,NA,NA,0,NA,NA,NA,"07/11/2018"
36243050,"spacious space privated room #1",35783912,"Pi & Leo","Bronx, Fordham","(40.86355, -73.89234)","Private room","$39",0,NA,NA,58,NA,NA,NA,"05/26/2018"
